jaar,maand,provincie,nuts3,esbl,mrpa,mrsa,facre,vre,cre,fara,cpa,cpe,ca
2024,5,Friesland,Zuidwest-Friesland,8,0,2,0,1,0,0,0,0,0
2024,5,Drenthe,Noord-Drenthe,7,1,2,0,1,0,0,0,0,0
2024,5,Drenthe,Zuidoost-Drenthe,9,1,2,0,0,0,0,0,0,0
2024,5,Drenthe,Zuidwest-Drenthe,8,0,4,0,0,0,0,0,0,0
2024,6,Groningen,Delfzijl en omgeving,11,1,4,0,1,0,0,0,0,0
2024,6,Groningen,Oost-Groningen,7,1,5,0,1,0,0,0,1,0
2024,6,Groningen,Overig Groningen,6,1,3,0,1,0,0,0,0,0
2024,6,Friesland,Noord-Friesland,8,1,6,0,1,0,0,0,0,0
2024,6,Friesland,Zuidoost-Friesland,6,2,4,0,1,0,0,0,0,0
2024,6,Friesland,Zuidwest-Friesland,8,1,3,0,0,0,0,0,0,0
2024,6,Drenthe,Noord-Drenthe,6,1,3,0,0,0,0,0,0,0
2024,6,Drenthe,Zuidoost-Drenthe,8,1,3,0,1,0,0,0,0,0
2024,6,Drenthe,Zuidwest-Drenthe,6,1,4,0,0,0,0,0,0,0
2024,7,Groningen,Delfzijl en omgeving,10,1,4,0,1,0,0,0,0,0
2024,7,Groningen,Oost-Groningen,9,1,4,0,0,0,0,0,0,0
2024,7,Groningen,Overig Groningen,11,1,3,0,1,0,0,0,0,0
2024,7,Friesland,Noord-Friesland,7,1,2,0,0,0,0,0,0,0
2024,7,Friesland,Zuidoost-Friesland,10,0,3,0,0,0,0,0,1,0
2024,7,Friesland,Zuidwest-Friesland,8,1,3,0,1,0,0,0,0,0
2024,7,Drenthe,Noord-Drenthe,5,1,2,0,0,0,0,0,0,0
2024,7,Drenthe,Zuidoost-Drenthe,8,1,5,0,0,0,0,0,0,0
2024,7,Drenthe,Zuidwest-Drenthe,5,1,2,0,0,0,0,0,0,0
2024,8,Groningen,Delfzijl en omgeving,9,2,4,0,0,0,0,0,1,0
2024,8,Groningen,Oost-Groningen,12,2,3,0,1,0,0,0,1,0
2024,8,Groningen,Overig Groningen,13,1,3,0,0,0,0,0,0,0
2024,8,Friesland,Noord-Friesland,7,1,2,0,1,0,0,0,0,0
2024,8,Friesland,Zuidoost-Friesland,7,1,4,0,1,0,0,0,0,0
2024,8,Friesland,Zuidwest-Friesland,9,1,4,0,0,0,0,0,0,0
2024,8,Drenthe,Noord-Drenthe,10,2,4,0,0,0,0,0,0,0
2024,8,Drenthe,Zuidoost-Drenthe,5,1,1,0,0,0,0,0,0,0
2024,8,Drenthe,Zuidwest-Drenthe,12,1,3,0,1,0,0,0,0,0
2024,9,Groningen,Delfzijl en omgeving,9,2,4,0,1,0,0,0,1,0
2024,9,Groningen,Oost-Groningen,7,2,3,0,1,0,0,0,0,0
2024,9,Groningen,Overig Groningen,12,2,3,0,1,0,0,0,0,0
2024,9,Friesland,Noord-Friesland,12,1,4,0,1,0,0,0,0,0
2024,9,Friesland,Zuidoost-Friesland,11,1,4,0,1,0,0,0,0,0
2024,9,Friesland,Zuidwest-Friesland,9,2,3,0,1,0,0,0,0,0
2024,9,Drenthe,Noord-Drenthe,5,1,4,0,1,0,0,0,0,0
2024,9,Drenthe,Zuidoost-Drenthe,5,2,1,0,0,0,0,0,1,0
2024,9,Drenthe,Zuidwest-Drenthe,6,1,2,0,1,0,0,0,0,0
2024,10,Groningen,Delfzijl en omgeving,10,1,4,0,0,0,0,0,1,0
2024,10,Groningen,Oost-Groningen,11,1,5,0,1,0,0,0,0,0
2024,10,Groningen,Overig Groningen,11,2,4,0,0,0,0,0,0,0
2024,10,Friesland,Noord-Friesland,10,1,3,0,0,0,0,0,0,0
2024,10,Friesland,Zuidoost-Friesland,10,1,3,0,1,0,0,0,1,0
2024,10,Friesland,Zuidwest-Friesland,7,1,3,0,1,0,0,0,0,0
2024,10,Drenthe,Noord-Drenthe,6,1,2,0,0,0,0,0,0,0
2024,10,Drenthe,Zuidoost-Drenthe,5,1,4,0,0,0,0,0,0,0
2024,10,Drenthe,Zuidwest-Drenthe,6,0,3,0,1,0,0,0,1,0
2024,11,Groningen,Delfzijl en omgeving,16,1,4,0,0,0,0,0,1,0
2024,11,Groningen,Oost-Groningen,12,2,4,0,1,0,0,0,0,0
2024,11,Groningen,Overig Groningen,13,2,4,0,0,0,0,0,1,0
2024,11,Friesland,Noord-Friesland,9,1,2,0,0,0,0,0,0,0
2024,11,Friesland,Zuidoost-Friesland,9,1,5,0,0,0,0,0,0,0
2024,11,Friesland,Zuidwest-Friesland,9,2,3,0,0,0,0,0,0,0
2024,11,Drenthe,Noord-Drenthe,9,1,3,0,1,0,0,0,1,0
2024,11,Drenthe,Zuidoost-Drenthe,7,1,2,0,1,0,0,0,0,0
2024,11,Drenthe,Zuidwest-Drenthe,8,1,3,0,1,0,0,0,0,0
2024,12,Groningen,Delfzijl en omgeving,10,2,4,0,1,0,0,0,0,0
2024,12,Groningen,Oost-Groningen,7,2,4,0,1,0,0,0,0,0
2024,12,Groningen,Overig Groningen,11,2,3,0,1,0,0,0,0,0
2024,12,Friesland,Noord-Friesland,10,1,0,0,1,0,0,0,0,0
2024,12,Friesland,Zuidoost-Friesland,7,0,4,0,1,0,0,0,1,0
2024,12,Friesland,Zuidwest-Friesland,7,2,3,0,0,0,0,0,0,0
2024,12,Drenthe,Noord-Drenthe,9,1,4,0,0,0,0,0,0,0
2024,12,Drenthe,Zuidoost-Drenthe,5,1,2,0,0,0,0,0,0,0
2024,12,Drenthe,Zuidwest-Drenthe,7,1,2,0,0,0,0,0,0,0
